PID,Submitted,Started,Completed,Queues,Executing,IO
1661,4128,4192,4554,44,282,7
1662,4132,4208,4994,38,258,8
1663,4135,4172,4985,48,106,1
1664,4138,4157,4294,22,271,8
1665,4142,4205,4439,14,153,1
1666,4143,4232,4328,3,325,4
1667,4147,4220,4723,25,304,9
1668,4151,4206,4923,36,408,2
1669,4153,4167,4519,5,278,9
1670,4157,4179,4329,40,376,5
1671,4159,4209,4710,46,464,6
1672,4163,4227,4707,18,161,1
1673,4165,4246,4234,43,11,9
1674,4168,4228,4929,8,456,1
1675,4172,4223,4912,23,344,8
1676,4176,4256,5092,39,142,1
1677,4178,4216,4365,10,138,1
1678,4181,4272,4464,5,493,2
1679,4183,4257,5072,4,159,3
1680,4184,4247,4276,16,390,6
1681,4187,4215,4910,41,411,5
1682,4189,4216,4418,30,91,8
1683,4191,4285,4932,30,387,3
1684,4194,4228,5048,43,121,1
1685,4197,4236,4783,9,106,2
1686,4201,4202,5102,30,473,3
1687,4202,4228,4846,11,162,5
1688,4205,4242,4434,46,383,7
1689,4207,4236,4922,31,145,5
1690,4210,4262,4333,11,282,7
1691,4214,4262,5000,46,192,4
1692,4215,4227,4768,49,169,5
1693,4216,4297,4986,44,140,7
1694,4219,4253,4280,4,329,2
1695,4221,4314,4433,37,390,3
1696,4222,4247,4977,4,279,1
1697,4223,4242,5158,1,173,8
1698,4225,4258,4621,36,446,9
1699,4228,4267,4677,48,451,9
1700,4229,4301,5228,10,55,7
1701,4232,4319,4980,48,216,9
1702,4234,4292,5035,46,327,4
1703,4235,4270,4281,46,404,2
1704,4237,4274,4546,39,287,6
1705,4239,4248,5213,37,325,2
1706,4240,4251,4870,9,104,9
1707,4242,4286,5167,37,333,2
1708,4244,4297,4331,37,440,8
1709,4248,4309,4455,38,157,3
1710,4249,4309,4303,15,348,8
1711,4250,4306,4748,38,186,5
1712,4251,4303,4935,4,350,6
1713,4255,4277,4812,8,257,4
1714,4256,4261,4425,14,447,5
1715,4257,4301,4757,37,308,8
1716,4260,4296,4763,3,111,6
1717,4264,4300,5127,20,417,1
1718,4268,4288,4504,27,153,5
1719,4271,4353,4723,14,99,5
1720,4274,4365,4496,17,450,1
1721,4277,4290,4340,2,469,9
1722,4280,4292,4990,49,260,3
1723,4282,4333,4376,17,342,6
1724,4285,4373,5262,20,91,9
1725,4288,4341,4765,21,420,1
1726,4292,4388,4692,35,103,4
1727,4296,4391,5186,37,346,6
1728,4298,4299,4618,38,313,9
1729,4302,4306,5031,45,360,3
1730,4304,4319,4399,43,106,1
1731,4307,4312,5124,20,446,2
1732,4308,4317,5114,37,215,2
1733,4309,4385,4607,15,45,6
1734,4311,4330,5124,47,315,8
1735,4312,4333,4366,1,142,4
1736,4315,4396,4875,31,81,2
1737,4316,4331,5192,44,373,5
1738,4318,4351,5175,28,92,9
1739,4321,4399,4328,35,297,8
1740,4323,4415,4734,37,267,7
1741,4325,4326,4886,46,257,4
1742,4327,4333,5141,24,240,7
1743,4330,4400,5262,25,13,7
1744,4334,4345,4813,34,302,7
1745,4335,4360,4514,3,195,5
1746,4338,4351,4434,13,71,8
1747,4339,4365,4738,31,439,4
1748,4342,4369,4682,17,491,4
1749,4345,4366,4664,7,270,1
1750,4348,4433,5136,43,253,8
1751,4352,4393,4793,39,391,7
1752,4355,4436,4790,41,130,9
1753,4359,4407,5263,28,42,9
1754,4360,4385,4575,45,16,7
1755,4362,4418,4799,9,188,9
1756,4366,4380,4788,29,249,8
1757,4369,4451,5225,4,121,8
1758,4373,4416,4717,4,489,9
1759,4374,4388,5211,32,392,7
1760,4375,4401,4555,34,495,3
1761,4378,4411,4819,16,93,9
1762,4380,4476,5264,39,237,3
1763,4381,4472,5231,4,395,4
1764,4383,4442,4756,11,434,1
1765,4386,4480,5303,38,499,2
1766,4389,4392,4528,12,58,9
1767,4393,4456,4998,34,454,6
1768,4395,4438,4592,19,115,9
1769,4398,4445,5392,18,211,7
1770,4400,4477,4541,4,324,9
1771,4404,4457,4434,33,76,9
1772,4408,4486,4813,39,499,6
1773,4412,4452,4981,23,166,6
1774,4413,4459,5104,41,104,9
1775,4414,4510,4913,4,136,2
1776,4417,4509,5339,36,49,9
1777,4421,4490,5066,5,56,9
1778,4424,4493,5212,14,213,3
1779,4427,4502,4952,38,160,2
1780,4431,4519,5104,15,223,7
1781,4433,4521,5421,26,132,9
1782,4435,4524,4837,15,79,1
1783,4439,4504,4680,23,254,6
1784,4440,4530,5289,24,426,7
1785,4441,4453,4864,13,204,2
1786,4443,4488,4452,24,147,8
1787,4447,4530,4906,22,297,4
1788,4450,4535,5192,14,447,3
1789,4454,4486,4952,3,449,9
1790,4457,4518,5327,23,382,7
1791,4461,4553,5230,8,361,6
1792,4463,4464,4912,24,415,9
1793,4466,4492,4657,25,458,2
1794,4467,4468,4766,33,182,6
1795,4471,4525,4958,19,132,7
1796,4475,4527,5412,9,192,5
1797,4476,4483,5345,41,465,2
1798,4480,4523,4593,6,231,1
1799,4483,4508,4949,15,179,3
1800,4485,4562,4921,39,423,2
1801,4486,4580,4760,49,238,4
1802,4489,4543,5470,38,185,3
1803,4492,4517,4682,19,13,4
1804,4495,4529,4677,24,251,6
1805,4499,4554,5045,16,414,4
1806,4501,4520,5185,31,4,2
1807,4504,4548,4717,22,432,7
1808,4507,4600,5396,48,176,8
1809,4508,4558,5105,43,321,1
1810,4510,4580,5223,27,28,8
1811,4511,4583,5235,2,293,3
1812,4515,4572,4772,13,402,7
1813,4519,4537,5389,22,273,7
1814,4520,4555,5188,18,277,7
1815,4521,4559,5215,24,488,2
1816,4523,4595,4653,30,97,5
1817,4525,4604,5082,35,404,2
1818,4526,4585,4904,26,422,4
1819,4529,4593,5268,7,437,7
1820,4530,4609,5138,37,31,4
1821,4533,4597,4674,20,329,7
1822,4535,4608,5504,46,174,8
1823,4537,4540,4939,29,402,7
1824,4539,4572,4695,19,63,1
1825,4541,4570,4622,7,417,7
1826,4544,4616,4890,38,318,4
1827,4547,4633,4982,12,396,4
1828,4551,4625,4652,37,450,8
1829,4553,4648,5366,28,231,1
1830,4555,4584,5031,26,75,6
1831,4558,4611,5203,21,99,9
1832,4559,4650,5334,28,56,5
1833,4563,4600,4693,15,1,2
1834,4567,4587,5049,20,76,2
1835,4570,4626,5549,9,168,2
1836,4573,4599,5564,27,376,2
1837,4574,4612,4794,21,347,2
1838,4578,4615,5093,34,206,8
1839,4580,4623,4801,8,213,5
1840,4584,4631,5109,3,21,4
1841,4587,4673,5474,45,264,7
1842,4588,4667,5075,4,49,6
1843,4591,4680,5476,28,324,1
1844,4594,4681,4747,35,423,4
1845,4596,4659,5459,31,67,2
1846,4599,4688,4971,27,436,6
1847,4603,4622,5296,9,177,7
1848,4605,4668,4868,7,346,5
1849,4609,4648,4885,2,373,6
1850,4613,4632,5513,4,498,9
1851,4614,4639,5509,3,192,2
1852,4615,4674,5121,41,40,9
1853,4617,4648,4771,47,236,8
1854,4621,4643,5479,37,49,4
1855,4624,4682,5338,17,228,9
1856,4628,4726,4672,21,126,6
1857,4632,4728,5396,23,148,4
1858,4635,4714,5188,17,359,5
1859,4638,4725,5237,48,372,1
1860,4640,4648,5589,19,1,9
1861,4644,4718,4744,42,74,5
1862,4648,4707,5109,34,255,3
1863,4650,4725,5251,13,15,2
1864,4654,4719,5617,35,28,6
1865,4658,4755,5644,45,460,6
1866,4659,4724,5229,1,114,6
1867,4661,4695,4663,1,43,3
1868,4662,4755,5494,19,382,2
1869,4663,4689,4785,2,57,4
1870,4664,4680,5559,26,384,5
1871,4666,4732,5117,18,489,7
1872,4667,4757,5527,20,51,1
1873,4671,4713,4997,3,441,6
1874,4672,4736,4994,39,234,7
1875,4675,4697,5611,42,476,7
1876,4678,4715,5088,33,474,1
1877,4681,4764,5575,24,126,6
1878,4684,4734,5572,39,7,2
1879,4686,4717,5312,47,325,8
1880,4690,4731,5264,27,7,2
1881,4693,4739,5658,28,223,2
1882,4694,4727,5566,40,287,9
1883,4697,4711,5272,36,123,8
1884,4700,4777,5040,1,64,3
1885,4704,4741,5544,10,497,6
1886,4705,4706,5640,29,342,1
1887,4706,4748,5689,17,375,1
1888,4707,4715,5136,13,365,3
1889,4708,4747,5313,37,482,9
1890,4712,4793,4765,46,123,9
1891,4713,4794,5337,14,141,7
1892,4715,4775,5574,18,17,3
1893,4718,4817,5401,34,375,1
1894,4719,4772,4843,4,361,1
1895,4720,4791,5716,5,226,5
1896,4724,4786,5435,39,387,6
1897,4726,4818,5080,29,413,7
1898,4730,4749,5136,8,190,8
1899,4731,4816,5457,17,69,1
1900,4733,4747,5425,43,297,3
1901,4735,4740,5320,18,130,1
1902,4738,4795,4950,7,442,7
1903,4741,4748,4861,22,299,8
1904,4744,4776,5350,29,257,6
1905,4746,4835,5597,37,419,5
1906,4749,4843,5386,36,322,7
1907,4752,4778,5684,29,51,8
1908,4756,4855,5429,13,424,4
1909,4759,4834,4765,32,460,7
1910,4762,4843,5656,9,78,9
1911,4766,4848,5137,11,159,5
1912,4768,4810,5654,40,127,1
1913,4772,4860,5657,8,292,4
1914,4774,4800,5376,4,415,5
1915,4775,4841,5558,39,55,9
1916,4779,4789,4958,4,157,2
1917,4781,4821,5316,49,155,8
1918,4783,4791,5356,32,152,8
1919,4786,4825,4993,15,224,6
1920,4787,4822,5608,43,75,7
1921,4789,4877,5334,23,443,4
1922,4792,4830,5573,14,419,7
1923,4793,4796,5184,43,103,9
1924,4795,4845,5386,44,238,3
1925,4796,4842,5101,42,36,4
1926,4799,4829,5079,16,45,5
1927,4803,4808,4815,7,467,1
1928,4806,4864,5587,17,129,2
1929,4809,4883,5329,43,160,7
1930,4811,4855,5616,15,260,6
1931,4815,4816,5332,18,485,3
1932,4818,4893,5777,5,374,5
1933,4819,4899,4859,43,145,8
1934,4822,4834,5127,26,425,9
1935,4826,4909,5480,16,109,4
1936,4829,4872,5495,16,108,4
1937,4830,4835,5494,49,275,4
1938,4834,4926,5380,48,191,1
1939,4835,4912,4844,32,489,6
1940,4839,4860,5243,1,20,8
1941,4840,4843,5742,30,181,1
1942,4843,4930,5690,8,157,4
1943,4845,4887,5787,29,238,9
1944,4849,4911,5161,41,75,6
1945,4851,4930,5166,44,418,7
1946,4854,4931,5782,44,73,4
1947,4856,4900,5656,29,37,5
1948,4857,4876,5060,24,63,1
1949,4858,4941,5223,38,463,4
1950,4861,4863,5575,14,353,6
1951,4862,4923,5831,42,373,2
1952,4864,4875,5079,23,383,8
1953,4868,4869,5860,15,488,9
1954,4870,4967,5553,8,230,1
1955,4873,4953,5820,33,341,1
1956,4874,4915,5560,1,191,4
1957,4876,4963,5564,31,140,1
1958,4880,4968,5232,32,185,9
1959,4881,4950,5110,35,334,8
1960,4884,4885,5568,47,401,2
1961,4887,4922,5544,1,77,4
1962,4889,4981,5879,45,100,3
1963,4891,4927,5381,34,250,6
1964,4893,4906,5091,23,268,2
1965,4894,4958,5071,32,426,4
1966,4898,4913,5542,26,291,2
1967,4900,4917,5344,43,157,3
1968,4903,4952,5073,32,158,8
1969,4904,4983,5317,42,428,5
1970,4907,4934,5223,38,362,6
1971,4910,4921,5296,27,34,3
1972,4912,5004,5113,17,126,5
1973,4913,4940,5755,6,368,8
1974,4915,4935,5730,19,220,7
1975,4918,4949,5260,32,433,8
1976,4921,4984,5791,49,93,5
1977,4923,4937,5591,8,364,5
1978,4927,5003,5873,38,334,9
1979,4929,4976,5447,21,430,9
1980,4932,5002,5272,40,100,3
1981,4936,4995,5445,1,370,2
1982,4937,4974,5544,29,450,4
1983,4939,4975,5586,13,293,3
1984,4941,4953,5058,28,429,6
1985,4943,4982,5161,5,126,5
1986,4944,5011,5023,34,327,1
1987,4947,4992,5747,36,458,1
1988,4949,4981,5141,30,6,8
1989,4950,5021,5165,31,397,3
1990,4952,4983,5821,24,254,9
1991,4953,4960,5095,20,221,2
1992,4954,5029,5347,23,297,4
1993,4957,5017,5690,15,326,6
1994,4960,5043,5510,39,208,3
1995,4961,4975,5929,42,464,3
1996,4962,4973,5824,49,442,5
1997,4964,4987,5331,38,227,3
1998,4966,5053,4990,23,264,4
1999,4969,4973,5183,36,97,9
